#OTU ID	201411_Is1	201411_Is2	201411_Is3	201411_Is_SW	201411_Mi1	201411_Mi2	201411_Mi3	201411_Mi_SW	201502_Is2	201502_Is3	201502_Is_SW	201502_Mi1	201502_Mi2	201502_Mi3	201502_Mi_SW	201505_Is1	201505_Is2	201505_Is3	201505_Is_SW	201505_Mi1	201505_Mi2	201505_Mi3	201505_Mi_SW	201508_Is1	201508_Is2	201508_Is3	201508_Is_SW	201508_Mi1	201508_Mi2	201508_Mi3	201508_Mi_SW	201508_Out_SW	201511_Is1	201511_Is2	201511_Is3	201511_Is_SW	201511_Mi1	201511_Mi2	201511_Mi3	201511_Mi_SW	201511_Out_SW
OTU22	0	0	0	1010	0	0	0	248	0	0	396	0	1	0	1239	6	0	0	212	0	0	0	192	0	0	0	74	0	0	0	145	142	0	1	0	227	0	0	5	164	246
OTU202	0	0	0	47	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	21	4	0	0	0	9	0	0	0	2	0
OTU562	0	0	0	47	0	0	0	32	0	1	1546	0	0	0	281	1	0	0	616	1	0	0	587	1	0	0	933	0	1	0	730	196	1	21	0	1525	0	0	5	151	21
OTU90	0	0	0	392	0	0	0	182	0	0	177	0	0	0	263	0	0	0	290	0	0	0	238	0	0	0	31	0	0	0	43	76	0	0	0	102	0	0	3	111	233
OTU308	0	0	0	28	0	0	0	38	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	5	0	0	0	10	10	0	0	0	4	0	0	0	2	7
OTU292	0	0	0	3	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	3	0	0	0	8	24
OTU105	0	0	0	278	0	0	0	263	0	0	41	0	0	0	81	0	0	0	99	0	5	0	67	0	0	0	47	0	0	0	63	105	0	0	0	75	0	0	1	109	269
OTU483	0	0	0	113	0	0	0	62	0	0	51	0	0	0	84	0	0	2	206	0	1	0	144	0	0	0	33	0	0	0	63	63	0	0	0	26	0	0	0	38	71
OTU309	0	0	0	105	0	1	0	62	0	0	42	0	0	0	72	0	0	0	79	0	0	0	64	0	0	0	23	0	0	0	55	57	0	0	0	18	0	0	1	31	48
OTU116	0	0	0	283	0	0	0	162	0	0	34	0	0	0	57	0	0	0	14	0	0	0	21	0	0	0	20	0	0	0	29	41	0	0	0	28	0	0	2	29	96
OTU32	0	0	0	179	0	0	0	32	0	0	1088	0	0	0	1866	0	0	0	199	0	0	0	196	0	0	0	42	0	0	0	42	39	0	0	0	295	0	0	8	57	26
OTU193	0	0	0	88	0	0	0	55	0	0	13	0	0	0	36	0	0	0	72	0	0	0	67	0	0	0	21	0	0	0	15	45	0	0	0	17	0	0	2	10	39
OTU667	0	0	0	190	0	0	0	162	0	1	9	0	0	0	11	0	0	0	122	0	0	0	256	0	0	0	73	0	0	0	207	300	1	0	0	234	0	0	0	698	575
OTU53	0	0	0	327	0	0	0	150	0	0	15	0	0	0	18	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	109	236
OTU207	0	0	0	41	0	0	0	30	0	0	133	0	0	0	148	0	0	0	230	0	0	0	147	0	0	0	3	0	0	0	14	10	0	0	0	7	0	0	1	16	28
OTU158	0	0	0	98	0	0	0	23	0	0	6	0	0	0	14	0	0	0	70	0	0	0	41	0	0	0	26	0	0	0	41	70	0	0	0	6	0	0	0	11	23
OTU746	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	3	0	0	0	2	0	0	0	0	5
OTU106	0	0	0	661	1	0	0	491	0	0	52	1	0	0	38	0	0	0	190	0	0	0	48	30	0	0	613	0	0	0	585	293	0	0	0	801	0	0	9	240	114
OTU72	0	0	0	306	0	0	0	108	0	0	76	0	0	0	162	4	1	0	85	0	0	0	86	0	0	0	29	0	0	0	38	45	0	0	0	39	0	0	2	37	73
OTU583	0	0	0	6	0	0	0	5	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11
OTU854	0	0	0	28	0	0	0	10	0	0	0	0	0	0	2	0	0	0	3	0	0	0	1	0	0	0	8	0	0	0	18	12	0	0	0	2	0	0	0	5	7
OTU665	0	0	0	23	1	0	0	1	0	0	393	0	0	0	83	0	2	0	96	0	0	0	78	0	0	0	37	0	0	0	55	20	0	0	0	107	0	0	1	14	1
OTU46	0	0	0	54	0	0	1	17	17	0	541	58	0	0	13	0	18	0	107	0	0	0	72	0	0	0	123	0	0	0	16	0	0	0	0	362	0	0	1	27	10
OTU281	0	0	0	166	0	0	0	105	0	0	6	0	0	0	27	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	27	49
OTU140	0	0	0	96	0	0	0	64	0	0	1	0	0	0	9	0	0	0	2	0	0	0	1	0	0	0	8	0	0	0	3	8	0	0	0	13	0	0	0	11	41
OTU173	0	0	0	112	0	0	0	39	0	0	2	0	0	0	1	0	0	0	2	0	0	0	4	0	0	0	6	0	0	0	7	6	0	0	0	0	0	0	0	6	15
OTU101	0	0	0	299	0	0	0	198	0	0	52	0	0	0	152	0	0	0	265	0	0	0	161	1	0	0	80	0	0	0	107	170	0	0	0	70	0	0	1	93	146
OTU100	0	0	0	215	0	0	0	110	0	0	6	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	27	0	0	0	54	126
OTU102	0	0	0	261	0	0	0	75	0	0	22	0	0	0	59	0	0	0	38	0	0	0	21	0	0	0	27	0	0	0	34	59	0	0	0	15	0	0	0	20	34
OTU195	0	0	0	37	0	0	0	15	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	12	25
OTU107	0	0	0	237	0	0	0	77	0	0	7	0	0	0	10	0	0	0	13	0	0	0	12	0	0	0	42	0	0	0	57	61	0	0	0	47	0	0	0	16	28
OTU183	0	0	0	65	0	0	0	27	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	1	34	49
OTU201	0	0	0	95	0	0	0	71	0	0	2	0	0	0	14	0	0	0	7	0	0	0	8	0	0	0	7	0	0	0	17	11	0	0	0	3	0	0	0	4	23
OTU365	0	0	0	20	0	0	0	15	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	4	0	0	0	4	23
OTU149	0	0	0	214	0	0	0	301	0	0	13	0	0	0	23	0	0	0	1	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	55	97
OTU98	0	0	0	53	0	0	0	42	0	0	29	0	0	0	64	0	0	0	40	0	0	0	24	0	0	0	13	0	0	0	10	16	0	0	0	17	0	0	0	26	31
OTU935	0	0	0	24	0	0	0	16	0	0	13	0	0	0	31	0	0	0	3	0	0	0	2	0	0	0	1	0	0	0	3	1	0	0	0	8	0	0	2	2	13
OTU96	0	0	0	184	0	0	0	60	0	0	148	0	0	0	324	0	0	0	118	0	0	0	100	0	0	0	16	0	0	0	62	71	0	0	0	64	0	0	11	35	92
OTU496	0	0	0	29	0	0	0	38	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	23	0	0	0	20	24	0	0	0	4	0	0	0	14	27
OTU826	0	0	0	25	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	0	2	3
OTU115	0	0	0	65	0	0	0	52	0	0	3	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	21	33
OTU44	0	0	0	171	0	0	0	370	0	0	162	1	0	21	106	0	0	0	61	0	0	0	41	0	0	0	7	0	0	0	2	0	0	0	0	97	0	0	3	123	189
OTU390	0	0	0	34	0	0	0	40	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	7	28
OTU714	0	0	0	67	0	0	0	47	0	0	42	0	0	0	93	0	0	0	117	0	0	0	77	0	0	0	20	0	0	0	20	27	0	0	0	19	0	0	3	21	46
OTU238	0	0	0	9	0	0	0	17	0	0	1	0	0	0	41	0	0	0	0	0	0	0	12	0	0	0	2	0	0	0	92	7	0	0	0	0	0	0	0	0	3
OTU848	0	0	0	49	0	0	0	51	0	0	16	0	4	0	32	0	0	0	22	0	0	0	22	3	0	0	10	0	0	0	21	16	0	0	0	16	0	0	6	23	24
OTU247	0	0	0	44	0	0	0	51	0	0	9	0	0	0	32	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	11	20
OTU236	0	0	0	58	0	0	0	18	0	0	235	0	0	0	461	0	0	0	26	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	2	1
OTU454	0	0	0	47	0	0	0	27	0	0	11	0	0	0	37	0	0	0	9	0	0	0	6	0	0	0	4	0	0	0	4	0	0	0	0	3	0	0	2	13	10
OTU270	0	0	0	8	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	11	9
OTU394	0	0	0	117	0	0	0	213	0	0	242	0	0	0	175	0	4	2	683	0	0	0	229	0	0	0	32	0	0	0	14	12	0	0	0	459	0	0	4	125	46
OTU209	0	0	0	111	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU297	0	0	0	51	0	0	0	56	0	0	42	0	0	0	52	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	7	21
OTU168	0	0	0	262	0	0	0	225	0	34	92	0	0	0	105	0	0	0	9	0	0	0	13	0	0	0	3	0	0	0	2	0	0	0	0	48	0	0	0	81	224
OTU268	0	0	0	99	0	0	0	47	0	0	9	0	0	0	25	0	0	0	113	0	0	0	88	0	0	0	17	0	0	0	54	55	0	0	0	23	0	0	0	10	53
OTU123	0	0	0	145	0	0	0	90	0	0	76	0	0	0	130	1	0	0	35	0	0	0	47	0	0	0	24	0	0	0	27	52	0	0	0	30	0	0	1	24	22
OTU290	0	0	0	33	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3
OTU176	0	0	0	46	0	0	0	55	0	0	6	0	0	0	8	2	0	0	34	0	0	0	40	0	0	0	15	0	0	0	40	29	0	0	0	15	0	0	1	14	24
OTU121	0	0	0	150	0	0	0	151	0	0	159	0	0	0	288	0	0	0	60	0	0	0	50	1	0	0	9	0	0	0	17	14	0	0	0	66	0	1	9	67	131
OTU197	0	0	0	172	0	0	0	66	0	0	1	0	0	0	19	0	0	0	12	0	0	0	11	0	0	0	14	0	0	0	11	16	0	0	0	9	0	0	0	8	29
OTU771	0	0	0	22	0	0	0	13	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0	0	2	3
OTU38	0	0	0	254	0	0	0	300	0	0	31	0	0	0	41	0	0	0	39	0	0	0	50	0	0	0	5	0	0	0	2	0	0	0	0	158	0	0	2	147	135
OTU415	0	0	0	34	0	0	0	20	0	0	5	0	0	0	2	0	0	0	2	0	0	0	8	0	0	0	7	0	0	0	10	1	0	0	0	0	0	0	0	3	3
OTU120	0	0	0	50	0	0	0	67	0	0	15	0	0	0	24	0	0	0	14	0	0	0	6	0	0	0	8	0	0	0	10	28	0	0	0	20	0	0	0	44	40
OTU940	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	12	0	0	0	12	0	0	0	19	29	0	0	0	0	0	0	0	1	1
OTU534	0	0	0	32	0	0	0	7	0	0	0	0	0	0	1	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	7
OTU136	0	0	0	100	0	0	0	57	0	0	9	0	0	0	12	0	0	0	38	0	0	0	26	0	0	0	21	0	0	0	40	42	0	0	0	28	0	0	0	12	38
OTU722	0	0	0	179	0	0	0	122	0	0	8	0	0	0	13	0	1	0	112	0	0	0	168	0	0	0	24	0	0	0	86	137	0	0	0	138	0	0	0	440	428
OTU494	0	0	0	25	0	0	0	13	0	0	13	0	0	0	9	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6
OTU675	0	0	0	59	0	0	0	34	0	0	62	0	0	0	58	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	6	0	0	1	15	21
OTU753	0	0	0	21	0	0	0	17	0	0	24	0	0	0	55	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3	12
OTU242	0	0	0	56	0	0	0	52	0	0	48	0	0	0	78	0	0	0	18	0	0	0	19	0	0	0	2	0	0	0	14	15	0	1	0	13	0	0	4	33	47
OTU214	0	0	0	26	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	13
OTU882	0	0	0	8	0	0	0	1	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	1	1
OTU822	0	0	0	58	0	0	0	19	0	0	2	0	0	0	10	0	0	0	74	0	0	0	71	0	0	0	6	0	0	0	22	15	0	0	0	9	0	0	0	1	20
OTU337	0	0	0	39	0	0	0	25	0	0	25	0	0	0	56	0	0	0	105	0	0	0	100	0	0	0	37	0	0	0	14	17	0	0	0	32	0	0	0	14	28
OTU529	0	0	0	4	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU154	0	0	0	166	1	0	0	58	0	0	30	0	0	0	46	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	24	0	0	0	30	21
OTU486	0	0	0	21	0	0	0	23	0	0	2	0	0	0	2	0	0	0	117	0	0	0	105	0	0	0	36	0	0	0	102	76	0	0	0	14	0	0	0	11	10
OTU182	0	0	0	83	0	0	0	35	0	0	20	0	0	0	22	0	0	0	29	0	0	0	15	0	0	0	9	0	0	0	9	11	0	0	0	6	0	0	0	15	24
OTU416	0	0	0	79	0	0	0	37	0	0	13	0	0	0	27	0	0	0	77	0	0	0	93	0	9	0	30	0	0	0	230	68	0	0	0	24	0	0	0	14	23
OTU181	0	0	0	156	0	0	0	62	0	0	1	0	0	0	10	0	0	0	14	0	0	0	23	0	0	0	10	0	0	0	21	24	0	0	0	5	0	0	0	7	18
OTU526	0	0	0	7	0	0	0	5	0	0	3	0	0	0	15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU111	0	0	0	82	0	0	0	49	0	0	9	0	0	0	18	0	0	0	81	0	0	0	114	0	0	0	76	0	0	0	263	43	0	0	0	22	0	0	0	9	6
OTU866	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU380	0	0	0	127	0	0	0	71	0	0	24	0	0	0	42	0	0	0	108	0	1	0	64	0	0	0	41	0	0	0	80	63	0	0	0	19	0	0	0	49	82
OTU623	0	0	0	12	0	0	0	12	0	0	1	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OTU234	0	0	0	31	0	0	0	11	0	0	0	0	0	0	0	0	0	0	8	0	0	0	10	0	0	0	21	0	0	0	20	36	0	0	0	19	0	0	0	10	27
OTU64	0	0	0	91	1	0	0	26	0	0	199	0	0	0	284	0	0	0	351	0	0	0	768	0	0	0	86	0	0	0	525	73	0	0	0	109	0	0	1	23	5
OTU175	0	0	0	231	0	0	0	152	0	0	71	0	3	0	181	0	0	0	108	0	0	0	78	11	0	0	39	0	0	0	106	75	0	0	0	53	0	0	13	68	107
OTU913	0	0	0	5	0	0	0	3	0	0	4	0	0	0	12	0	0	0	4	0	0	0	6	0	0	0	1	0	0	0	6	3	0	0	0	2	0	0	1	1	3
OTU179	0	0	0	29	0	0	0	28	0	0	1	0	0	0	7	0	0	0	10	0	0	0	9	0	0	0	4	0	0	0	5	14	0	0	0	5	1	0	0	13	14
OTU269	0	0	0	52	0	0	0	58	0	0	42	0	0	0	124	0	0	0	4	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	19	32
OTU157	0	0	0	108	0	0	0	51	0	0	18	0	0	0	81	0	0	0	29	0	0	0	39	0	0	0	5	0	0	0	6	9	0	0	0	16	0	0	3	31	73
OTU212	0	0	0	16	0	0	0	7	0	0	19	0	0	0	17	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	19	50
OTU424	0	0	0	10	0	0	0	10	0	0	6	0	0	0	17	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
OTU836	0	0	0	11	0	0	0	12	0	0	40	0	0	0	38	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	10
OTU85	0	0	0	31	1	0	0	8	0	0	86	0	0	0	249	0	0	0	40	3	0	0	30	0	0	0	19	0	0	0	35	12	0	0	0	67	0	0	5	20	7
OTU243	0	0	0	30	0	0	0	7	0	0	0	0	0	0	0	0	0	0	17	0	0	0	23	0	0	0	3	0	0	0	4	4	0	0	0	3	0	0	0	3	2
OTU480	0	0	0	7	0	0	0	2	0	0	4	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	12
OTU930	0	0	0	3	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
OTU456	0	0	0	40	0	0	0	15	0	0	28	0	0	0	38	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	9	24
OTU241	0	0	0	4	0	0	0	6	0	0	11	0	0	34	26	0	0	0	6	0	0	0	13	0	0	0	2	0	0	0	14	1	0	0	0	2	0	0	3	0	0
OTU809	0	0	0	48	0	0	0	20	0	0	61	0	0	0	97	0	0	0	38	0	0	0	25	0	0	0	2	0	0	0	9	1	0	0	0	48	0	0	2	23	12
OTU284	0	0	0	5	0	0	0	2	0	0	0	0	0	0	1	0	0	0	6	0	0	0	13	0	0	0	26	0	0	0	190	38	0	0	0	4	0	0	0	2	1
OTU788	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	1	5
OTU451	0	0	0	16	0	0	0	11	0	0	4	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
OTU110	0	0	0	87	0	0	0	73	0	0	43	0	0	0	108	0	0	0	52	0	0	0	38	0	0	0	9	0	0	0	15	17	0	0	0	16	0	0	9	24	39
OTU574	0	0	0	12	0	0	0	4	0	0	2	0	0	0	1	0	0	0	7	0	0	0	9	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	4
OTU476	0	0	0	20	0	0	0	5	0	0	2	0	0	0	19	0	0	0	10	0	0	0	9	0	0	0	3	0	0	0	1	1	0	0	0	5	0	0	1	5	5
OTU595	0	0	0	15	0	0	0	23	0	0	3	0	0	0	13	0	0	0	29	0	0	0	23	0	0	0	8	0	0	0	21	14	0	0	0	9	0	0	0	4	17
OTU552	0	0	0	16	0	0	0	5	0	0	474	0	0	0	116	0	0	0	219	0	0	0	127	0	0	0	117	0	0	0	60	16	0	0	0	129	0	0	0	12	3
OTU327	0	0	0	19	0	0	0	9	0	0	1	0	0	0	8	0	0	0	44	0	0	0	64	0	0	0	19	0	0	0	58	29	0	0	0	6	0	0	0	0	9
OTU228	0	0	0	27	0	0	0	25	0	0	29	0	0	0	40	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	9	20
OTU139	0	0	0	24	0	0	0	15	7	0	3	0	0	0	23	0	0	0	24	0	0	0	13	0	0	0	9	0	0	0	15	10	0	0	0	8	0	0	1	8	8
OTU358	0	0	0	24	0	0	0	14	0	0	9	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	4	20
OTU838	0	0	0	20	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	13
OTU361	0	0	0	8	0	0	0	18	0	0	4	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	18
OTU295	0	0	0	27	0	0	0	16	0	0	27	0	0	0	68	0	0	0	25	0	0	0	14	0	0	0	4	0	0	0	0	6	0	0	0	4	0	0	0	4	4
OTU418	0	0	0	9	0	0	0	12	0	0	7	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9
OTU25	0	0	0	194	0	0	0	30	1	0	1332	0	0	0	1388	1	6	0	658	0	0	0	981	0	1	0	231	0	0	1	263	239	5	0	0	1626	0	0	27	98	27
OTU76	0	0	0	70	3	0	0	42	0	0	191	0	0	0	243	0	0	0	17	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	9	17
OTU853	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	6	6	0	0	0	0	0	0	0	0	1
OTU446	0	0	0	12	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	9
OTU739	0	0	0	12	0	0	0	7	0	0	507	0	0	0	56	0	0	0	65	0	0	0	82	0	0	0	40	0	0	0	174	57	0	2	0	302	0	0	1	49	3
OTU659	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	5
OTU397	0	0	0	50	0	0	0	32	0	0	20	0	0	0	44	0	0	0	56	0	0	0	38	0	0	0	14	0	0	0	22	27	0	0	0	4	0	0	1	7	9
OTU542	0	0	0	50	0	0	0	32	0	0	1	0	0	0	2	0	0	0	24	0	0	0	22	0	0	0	26	0	0	0	55	31	0	0	0	21	0	0	0	19	22
OTU363	0	0	0	12	0	0	0	4	0	0	16	0	0	0	22	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3
OTU505	0	0	0	25	0	0	0	2	0	0	0	0	0	0	5	0	0	0	17	0	0	0	15	0	0	0	4	0	0	0	4	9	0	0	0	4	0	0	0	3	5
OTU191	0	0	0	18	0	0	0	20	0	1	222	0	0	0	352	0	0	0	178	0	0	0	246	0	0	0	38	0	0	0	69	27	0	0	0	6	0	0	3	8	10
OTU545	0	0	0	25	0	0	0	65	0	0	8	0	0	0	13	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	3	2	0	0	0	16	0	0	0	11	23
OTU73	0	0	0	25	0	0	0	1	0	0	11	0	0	0	74	0	0	2	102	0	0	0	219	0	0	0	8	0	0	0	85	31	0	0	0	5	0	0	0	0	5
OTU663	0	0	0	8	0	0	0	2	0	0	1	0	0	0	2	0	0	0	48	0	0	0	49	0	0	0	7	0	0	0	13	19	0	0	0	3	0	0	0	1	2
OTU258	0	0	0	29	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU213	0	0	0	52	3	0	0	9	0	0	883	0	0	0	177	0	10	0	217	0	0	0	150	0	0	0	69	0	0	0	156	69	0	0	0	250	0	0	1	28	3
OTU921	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
OTU306	0	0	0	14	0	0	0	13	0	0	44	0	0	0	92	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	9	17
OTU840	0	0	0	11	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU439	0	0	0	13	0	0	0	8	0	0	3	0	0	0	5	0	0	0	12	0	0	0	17	0	0	0	16	0	0	0	34	39	0	0	0	1	0	0	0	5	4
OTU535	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	7	0	0	0	2	0	0	0	6	12	0	0	0	0	0	0	0	0	0
OTU277	0	0	0	18	0	0	0	21	0	0	5	0	0	0	7	0	0	1	4	0	0	0	3	0	0	0	2	0	0	0	4	8	0	0	0	6	0	0	0	5	25
OTU198	0	0	0	56	0	0	0	26	0	0	0	0	0	0	1	0	0	0	24	0	0	0	36	0	0	0	8	0	0	0	10	16	0	0	0	4	0	0	0	7	9
OTU389	0	0	0	47	0	0	0	13	0	0	2	0	0	0	0	0	0	0	42	0	0	0	34	0	0	0	14	0	0	0	21	22	0	0	0	15	0	0	0	13	5
OTU668	0	0	0	32	0	0	0	50	0	0	29	0	0	0	62	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	8	4	0	0	0	6	0	0	2	17	31
OTU818	0	0	0	3	0	0	0	7	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OTU95	0	0	0	14	0	0	0	11	0	0	4	0	0	0	3	0	0	0	65	0	0	0	93	0	0	0	60	0	0	0	230	52	0	0	0	38	0	0	0	10	7
OTU216	0	0	0	45	0	0	0	13	0	0	6	0	0	0	9	0	0	0	9	0	0	0	9	0	0	0	6	0	0	0	11	9	0	0	0	4	0	0	1	2	11
OTU220	0	0	0	33	0	0	0	20	0	0	13	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
OTU540	0	0	0	8	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	3	5
OTU908	0	0	0	3	0	0	0	17	0	0	0	0	0	0	8	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU104	0	0	0	31	0	0	0	36	0	0	27	0	0	0	48	0	0	0	38	0	0	0	32	0	0	0	10	0	0	0	20	14	0	0	0	13	0	0	2	6	6
OTU833	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU507	0	0	0	9	0	0	0	5	0	0	8	0	0	0	6	0	0	0	5	0	0	0	1	0	0	0	2	0	0	0	3	1	0	0	0	1	0	0	0	1	2
OTU336	0	0	0	6	0	0	0	4	0	0	5	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2
OTU513	0	0	0	7	0	0	0	4	0	0	2	0	0	0	15	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1
