#OTU ID	201411_Is1	201411_Is2	201411_Is3	201411_Is_SW	201411_Mi1	201411_Mi2	201411_Mi3	201411_Mi_SW	201502_Is2	201502_Is3	201502_Is_SW	201502_Mi1	201502_Mi2	201502_Mi3	201502_Mi_SW	201505_Is1	201505_Is2	201505_Is3	201505_Is_SW	201505_Mi1	201505_Mi2	201505_Mi3	201505_Mi_SW	201508_Is1	201508_Is2	201508_Is3	201508_Is_SW	201508_Mi1	201508_Mi2	201508_Mi3	201508_Mi_SW	201508_Out_SW	201511_Is1	201511_Is2	201511_Is3	201511_Is_SW	201511_Mi1	201511_Mi2	201511_Mi3	201511_Mi_SW	201511_Out_SW
OTU469	0	0	0	17	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
OTU865	0	0	0	18	0	0	0	13	0	0	3	0	0	0	21	0	0	0	8	0	0	0	6	0	0	0	9	0	0	0	6	1	0	0	0	10	0	0	2	13	17
OTU816	0	0	0	11	0	0	0	6	0	0	29	0	0	0	104	0	0	0	14	0	0	0	48	0	0	0	6	0	0	0	1	1	0	0	0	4	0	0	1	0	0
OTU832	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU846	0	0	0	17	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3
OTU351	0	0	0	21	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OTU377	0	0	0	16	0	0	0	9	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	3
OTU320	0	0	0	13	0	0	0	12	0	0	9	0	0	0	16	0	0	0	7	0	0	0	5	0	0	0	0	0	0	0	7	6	0	0	0	3	0	0	0	6	11
OTU27	0	0	0	6	0	0	31	21	0	0	0	0	0	0	2	0	0	0	0	0	1	0	18	0	55	0	0	1	104	6806	11	2	0	0	0	0	0	0	1	0	0
OTU532	0	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8
OTU194	0	0	0	23	0	0	0	3	0	0	2	0	0	0	8	0	0	0	77	0	0	0	68	0	0	0	10	0	0	0	16	27	0	0	0	1	0	0	0	0	3
OTU893	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU862	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU307	0	0	0	72	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	1
OTU287	0	0	0	3	0	0	0	3	0	0	17	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1
OTU879	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
OTU638	0	0	0	7	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	5	4	0	0	0	2	0	0	0	1	3
OTU958	0	0	0	11	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	3	9
OTU253	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	18	4	0	0	0	0	0	0	0	0	20
OTU716	0	0	0	13	0	0	0	12	0	0	6	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7
OTU591	0	0	0	3	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	3
OTU393	0	0	0	11	0	0	0	12	0	0	5	0	0	0	7	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	13	24
OTU370	0	0	0	15	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU335	0	0	0	12	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	2	0	0	0	4	0	0	0	0	1	0	0	0	2	4
OTU138	0	0	0	18	0	0	0	19	0	75	8	0	0	0	15	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	9	12
OTU174	0	0	0	20	0	0	0	4	0	0	0	0	0	0	4	0	0	0	6	0	0	0	9	0	0	0	11	0	0	0	96	23	0	0	0	24	0	0	0	4	4
OTU579	0	0	0	7	0	0	0	1	0	0	0	0	0	0	5	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	4
OTU413	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	4	1
OTU485	0	0	0	5	0	0	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU345	0	0	0	59	0	0	0	46	0	0	7	0	0	1	29	0	0	0	13	0	0	0	13	0	0	0	3	0	0	0	4	8	0	0	0	5	0	0	0	13	18
OTU582	0	0	0	8	0	0	0	10	0	0	5	0	0	0	1	0	0	0	14	0	0	0	19	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0
OTU819	0	0	0	7	0	0	0	0	0	0	120	0	0	0	16	1	0	0	35	0	0	0	22	0	0	0	10	0	0	0	15	5	0	0	0	30	0	0	0	2	0
OTU767	0	0	0	16	0	0	0	7	0	0	0	0	0	0	5	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU430	0	0	0	6	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	9
OTU875	0	0	0	24	0	0	0	10	0	0	3	0	0	0	12	0	0	0	45	0	0	0	56	0	0	0	27	0	0	0	121	32	0	0	0	8	0	0	0	6	9
OTU341	0	0	0	14	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	2
OTU590	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	3	1	0	0	0	0	0	0	0	0	0
OTU263	0	0	0	3	0	0	0	6	0	0	13	0	0	0	21	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1
OTU218	0	0	0	15	0	1	0	26	0	0	4	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	15
OTU730	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU830	0	0	0	17	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU845	0	0	0	9	0	0	0	7	0	0	0	0	0	0	2	0	0	0	13	0	0	0	13	0	0	0	0	0	0	0	3	7	0	0	0	3	0	0	0	2	2
OTU93	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	72	0	0	0	325	32	0	0	0	5	0	0	0	0	0
OTU433	0	0	0	6	0	0	0	19	0	0	28	0	0	0	35	0	0	0	13	0	0	0	11	0	0	0	0	0	0	0	1	2	0	0	0	3	0	0	1	5	8
OTU352	0	0	0	23	0	0	0	43	0	0	5	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	16	0	0	0	11	26
OTU897	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
OTU570	0	0	0	3	0	0	0	0	0	0	2	0	0	0	11	1	0	0	2	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU473	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4
OTU184	0	0	0	21	0	0	0	19	0	0	49	0	0	0	80	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	6	7
OTU608	0	0	0	10	0	0	0	5	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	9	23
OTU271	0	0	0	5	0	0	0	12	0	0	12	0	0	0	50	0	0	0	10	0	0	0	9	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	4	0
OTU419	0	0	0	2	0	0	0	9	0	0	4	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	13	5
OTU339	0	0	0	18	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	15	0	0	0	24	9	0	0	0	6	0	0	0	6	12
OTU839	0	0	0	4	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU226	0	0	0	11	0	0	0	13	0	0	0	0	0	0	0	0	0	0	6	0	0	0	12	0	0	0	14	0	0	0	17	13	0	0	0	3	0	0	0	0	4
OTU851	0	0	0	10	0	0	0	15	0	0	6	0	0	0	13	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	9	19
OTU364	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU34	0	0	0	3	0	0	0	1	0	0	554	0	0	0	3071	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	2	2	0	0	0	3	1	0	2	1	0
OTU91	0	0	0	23	0	0	0	1	0	0	51	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	279	0	0	0	6	0	0	0	0	107	0	0	0	1	0
OTU457	0	0	0	26	0	0	0	14	0	0	4	0	0	0	19	0	0	0	8	0	0	0	2	0	0	0	1	0	0	0	4	2	0	0	0	5	0	0	1	9	15
OTU164	0	0	0	10	0	0	0	1	0	0	141	0	0	0	198	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU379	0	0	0	10	0	0	0	2	0	0	2	0	0	0	4	1	0	0	15	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1
OTU596	0	0	0	6	0	0	0	1	0	0	11	0	0	0	17	0	1	0	17	0	0	0	29	0	0	0	12	0	0	0	18	17	0	0	0	66	0	0	0	4	1
OTU738	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU423	0	0	0	21	0	0	0	31	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3	17
OTU939	0	0	0	4	0	0	0	5	0	0	3	0	0	0	9	0	0	0	28	0	0	0	9	0	0	0	8	0	0	0	2	2	0	0	0	3	0	0	0	1	1
OTU544	0	0	0	2	0	0	0	3	0	0	1	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
OTU605	0	0	0	11	0	0	0	22	0	0	6	0	0	0	35	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	3	1	7
OTU346	0	0	0	10	0	0	0	13	0	0	9	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	11
OTU511	0	0	0	10	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	5
OTU634	0	0	0	60	0	0	0	46	1	0	99	0	0	0	108	0	0	0	64	0	0	0	71	0	0	0	9	0	0	0	39	24	0	0	0	29	0	0	0	22	56
OTU592	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7
OTU760	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU450	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	81	11	0	0	0	2	0	0	0	0	0
OTU705	0	0	0	4	0	0	0	8	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3
OTU901	0	0	0	13	0	0	0	6	0	0	9	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	1	0	0	0	2	0
OTU151	0	0	0	10	0	0	0	40	0	0	2	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	19	25
OTU857	0	0	0	24	0	0	0	24	0	0	30	0	0	0	71	0	0	0	11	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	16
OTU828	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU858	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	5	0	0	0	6	5	0	0	0	0	0	0	0	1	0
OTU402	0	0	0	4	0	0	0	3	0	0	3	0	0	0	9	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	8
OTU948	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0
OTU367	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU75	0	0	0	12	0	0	0	13	0	0	7	0	0	0	1	0	0	1	7	0	0	0	12	0	0	0	396	0	0	0	3	1	0	0	0	287	0	1	0	23	1
OTU118	0	0	0	4	0	0	0	1	1	0	0	0	0	0	1	0	0	0	51	0	0	0	76	0	0	0	17	0	0	0	71	9	0	0	0	5	0	0	0	0	0
OTU886	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU528	0	0	0	11	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3
OTU278	0	0	0	6	0	0	0	12	0	0	7	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	9
OTU495	0	0	0	3	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
OTU504	0	0	0	5	0	0	0	11	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU452	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0
OTU396	0	0	0	1	0	0	0	2	0	0	11	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	10	0	0	0	2	8	0	0	0	49	0	0	0	0	0
OTU587	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	2	0	0	0	6	0	0	0	1	0
OTU366	0	0	0	18	0	0	0	11	0	0	1	0	0	0	1	0	0	0	8	0	0	0	8	0	0	0	2	0	0	0	17	9	0	0	0	3	0	0	0	0	2
OTU79	0	0	0	17	0	0	0	6	0	0	86	0	0	0	281	0	0	0	89	0	0	0	149	1	0	0	8	0	0	0	60	4	0	0	0	6	0	0	11	0	0
OTU267	0	0	0	16	0	0	0	3	0	0	26	0	0	0	25	0	0	0	63	0	0	0	44	0	0	0	9	0	0	0	15	28	0	0	0	0	0	0	0	2	3
OTU129	0	0	0	20	0	0	0	3	0	0	0	0	0	0	7	0	0	0	105	0	0	0	341	0	0	0	21	0	0	0	139	30	0	0	0	13	0	0	0	5	1
OTU541	0	0	0	8	0	0	0	7	0	0	3	0	0	0	4	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
OTU296	0	0	0	7	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	11
OTU405	0	0	0	6	0	0	0	4	0	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7
OTU927	0	0	0	11	0	0	0	19	0	0	1	0	0	0	16	0	0	0	12	0	0	0	7	0	0	0	7	0	0	0	1	2	0	0	0	11	0	0	0	3	6
OTU872	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU322	0	0	0	3	0	0	0	13	0	0	7	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU597	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU773	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU321	0	0	0	4	0	0	0	0	0	0	15	0	0	0	25	0	0	0	2	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU919	0	0	0	1	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU954	0	0	0	2	0	0	0	8	0	0	0	0	0	0	5	0	0	0	4	0	0	0	4	0	0	0	1	0	0	0	3	0	0	0	0	1	0	0	0	1	0
OTU694	0	0	0	6	0	0	0	3	0	0	47	0	0	0	126	0	0	0	17	0	0	0	7	0	0	0	6	0	0	0	2	0	0	0	0	13	0	0	0	0	1
OTU904	0	0	0	1	0	0	0	4	0	0	0	0	0	0	10	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
OTU244	0	0	0	7	0	0	0	5	0	0	7	0	0	0	30	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU260	0	0	0	5	0	0	0	15	0	0	3	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	8
OTU740	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1
OTU902	0	0	0	9	0	0	0	4	0	0	5	0	0	0	11	0	0	0	1	0	0	0	3	0	0	0	2	0	0	0	2	2	0	0	0	7	0	0	0	1	6
OTU831	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU324	0	0	0	1	0	0	0	3	0	0	0	0	0	0	82	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
OTU928	0	0	0	11	0	0	0	7	0	0	3	0	0	0	5	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	13
OTU109	0	0	0	8	0	0	0	0	0	0	26	0	0	0	10	0	0	0	48	0	0	0	53	0	0	0	32	0	0	0	226	69	0	0	0	7	0	0	0	1	0
OTU867	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU944	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
OTU340	0	0	0	4	0	0	0	5	0	0	2	0	0	0	5	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
OTU524	0	0	0	5	0	0	0	10	0	0	6	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3
OTU769	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	2
OTU319	0	0	0	2	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	27	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0
OTU509	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2
OTU883	0	0	0	10	0	0	0	5	0	0	5	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU776	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU942	0	0	0	2	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	2
OTU215	0	0	0	17	0	0	0	68	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	4	0	0	0	9	30
OTU841	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU537	0	0	0	1	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7
OTU208	0	0	0	13	0	0	0	12	0	0	10	0	0	0	38	0	0	0	43	0	0	0	30	0	0	0	0	0	0	0	2	5	0	0	0	7	0	0	0	1	3
OTU645	0	0	0	4	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
OTU54	0	0	0	6	1078	108	0	6	0	0	0	0	0	2	0	0	0	0	3	0	0	0	8	0	0	0	2	0	0	0	9	8	0	0	0	1	2557	3	1	8	10
OTU200	0	0	0	2	0	0	0	0	0	0	32	0	0	0	67	0	0	0	37	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1
OTU959	0	0	0	7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU844	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU607	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1	7	0	0	46	0	0	0	34	0	0	0	21	0	0	0	34	55	0	0	0	0	0	0	0	2	2
OTU536	0	0	0	3	0	0	0	2	0	0	5	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU317	0	0	0	2	0	0	0	2	0	0	11	0	0	0	21	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
OTU842	0	0	0	6	0	0	0	0	0	0	44	0	0	0	12	0	0	0	18	0	0	0	9	0	0	0	8	0	0	0	7	8	0	0	0	11	0	0	0	2	2
OTU283	0	0	0	10	0	0	0	1	0	0	1	0	0	0	27	0	0	0	0	5	0	0	9	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	6
OTU806	0	0	0	8	0	0	0	15	0	0	7	0	0	0	7	0	0	0	7	0	0	0	4	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	2	5
OTU881	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU718	0	0	0	3	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU517	0	0	0	9	0	0	0	9	0	0	1	0	0	0	1	0	0	0	21	0	0	0	31	0	0	0	18	0	0	0	99	196	0	0	0	61	0	0	0	126	48
OTU468	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
OTU426	0	0	0	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	6	0	0	0	3	0	0	0	0	5
OTU463	0	0	0	1	0	0	0	6	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	3
OTU820	0	0	0	6	0	0	0	2	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU478	0	0	0	4	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	10	4
OTU434	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU725	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
OTU951	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3
OTU458	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	10	0	0	0	5	0	0	0	19	12	0	0	0	0	0	0	0	2	3
OTU539	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
